province_code,province,region,lat,lon,date,year_month,commodity,price,price_source,price_14d_change,national_median_price,national_median_gap,price_zscore_past6,production_ton_year,population,rice_consumption_kg_capita_year,need_ton_year,surplus_proxy_ton,anomaly_score,deficit_score,surplus_score,monitoring_priority_proxy,priority_label
11,Aceh,Sumatra,5.55,95.32,2021-11-01,2021-11,Beras Medium,10872.0,Bapanas monthly consumer price,-0.003483043079743342,10575.5,0.028036499456290498,-0.2930599382491801,860000.0,5600000.0,81.23,454888.0,405112.0,0.008220615277330806,0.02793957359177586,0.36320153394550697,0.039465809918796155,0
11,Aceh,Sumatra,5.55,95.32,2021-12-01,2021-12,Beras Medium,10895.0,Bapanas monthly consumer price,0.0021155261221486032,10597.5,0.028072658645907023,0.15402906223147797,860000.0,5600000.0,81.23,454888.0,405112.0,0.005936098399857318,0.02880189752563225,0.3626441151122908,0.04138626718521528,0
11,Aceh,Sumatra,5.55,95.32,2022-01-01,2022-01,Beras Medium,10901.0,Bapanas monthly consumer price,0.0005507113354750182,10647.5,0.023808405729044413,-0.026644791391117306,860000.0,5600000.0,81.23,454888.0,405112.0,0.0011679401301592667,0.02334427506482493,0.36621379966992534,0.032719356220441566,0
11,Aceh,Sumatra,5.55,95.32,2022-02-01,2022-02,Beras Medium,10776.0,Bapanas monthly consumer price,-0.011466837904779426,10635.0,0.013258110014104263,-5.271646301123712,860000.0,5600000.0,81.23,454888.0,405112.0,0.147874787589884,0.033956817267022814,0.3589736485653186,0.059955306347730254,0
11,Aceh,Sumatra,5.55,95.32,2022-03-01,2022-03,Beras Medium,10785.0,Bapanas monthly consumer price,0.0008351893095768226,10677.5,0.010067899789276469,-1.755268605661524,860000.0,5600000.0,81.23,454888.0,405112.0,0.04987474318601188,0.01624117604831804,0.37074037119578673,0.027227172223086224,0
11,Aceh,Sumatra,5.55,95.32,2022-04-01,2022-04,Beras Medium,10764.0,Bapanas monthly consumer price,-0.0019471488178025576,10442.0,0.03083700440528636,-1.5349658173982523,860000.0,5600000.0,81.23,454888.0,405112.0,0.04305727873987207,0.03115349011041397,0.3610297695562592,0.04695264747834564,0
11,Aceh,Sumatra,5.55,95.32,2022-05-01,2022-05,Beras Medium,10738.0,Bapanas monthly consumer price,-0.0024154589371980784,10463.0,0.026283092803211394,-1.4779054842607104,860000.0,5600000.0,81.23,454888.0,405112.0,0.041456681097210915,0.028096744987134447,0.36302677854457777,0.04257389249060916,0
11,Aceh,Sumatra,5.55,95.32,2022-06-01,2022-06,Beras Medium,10772.0,Bapanas monthly consumer price,0.003166325200223419,10458.5,0.029975617918439612,-0.5395209462857317,860000.0,5600000.0,81.23,454888.0,405112.0,0.01755191854315398,0.03194972211772037,0.360565934247574,0.04722074818287709,0
11,Aceh,Sumatra,5.55,95.32,2022-07-01,2022-07,Beras Medium,10744.0,Bapanas monthly consumer price,-0.0025993316004455647,10501.0,0.02314065327111714,-0.7953624388448134,860000.0,5600000.0,81.23,454888.0,405112.0,0.022310687209056133,0.026289952835053098,0.3642467429783006,0.038403081298100265,0
11,Aceh,Sumatra,5.55,95.32,2022-08-01,2022-08,Beras Medium,10892.0,Bapanas monthly consumer price,0.013775130305286654,10533.0,0.03408335706826171,6.944545708169815,860000.0,5600000.0,81.23,454888.0,405112.0,0.20532004510603952,0.06118814294551585,0.34108920734561415,0.1087299582558978,0
11,Aceh,Sumatra,5.55,95.32,2022-09-01,2022-09,Beras Medium,11096.0,Bapanas monthly consumer price,0.018729342636797597,10482.5,0.05852611495349391,5.557340228765234,860000.0,5600000.0,81.23,454888.0,405112.0,0.1701906661669862,0.07844628228019511,0.3299102672989517,0.13177327805467726,0
11,Aceh,Sumatra,5.55,95.32,2022-10-01,2022-10,Beras Medium,11236.0,Bapanas monthly consumer price,0.012617159336697936,10817.5,0.03868731222556043,2.868062501453209,860000.0,5600000.0,81.23,454888.0,405112.0,0.09008650398185375,0.0506412301777988,0.3482181364139605,0.08357626283574703,0
11,Aceh,Sumatra,5.55,95.32,2022-11-01,2022-11,Beras Medium,11231.0,Bapanas monthly consumer price,-0.0004449982200070979,10850.5,0.0350675084097507,1.525303542213509,860000.0,5600000.0,81.23,454888.0,405112.0,0.042786242557062475,0.0391766861496084,0.35579783960935585,0.05805690318637534,0
11,Aceh,Sumatra,5.55,95.32,2022-12-01,2022-12,Beras Medium,11186.0,Bapanas monthly consumer price,-0.004006766984240073,11023.0,0.014787262995554773,0.8580496132582908,860000.0,5600000.0,81.23,454888.0,405112.0,0.024069123202576224,0.018546623460466143,0.3692929177095671,0.027816327599740103,0
11,Aceh,Sumatra,5.55,95.32,2023-01-01,2023-01,Beras Medium,11491.0,Bapanas monthly consumer price,0.027266225639191788,11389.0,0.008956010185266594,2.106106321757082,860000.0,5600000.0,81.23,454888.0,405112.0,0.07989904766920637,0.02237458257110739,0.3666750532363954,0.049877873225173786,0
11,Aceh,Sumatra,5.55,95.32,2023-02-01,2023-02,Beras Medium,11815.0,Bapanas monthly consumer price,0.02819597946218777,11638.0,0.015208798762673892,3.1958832812190763,860000.0,5600000.0,81.23,454888.0,405112.0,0.11117831551521594,0.037011412661947574,0.35706129607313875,0.0733041525182312,0
11,Aceh,Sumatra,5.55,95.32,2023-03-01,2023-03,Beras Medium,11690.0,Bapanas monthly consumer price,-0.010579771476936117,12016.5,-0.0271709732451213,1.3053628620593676,860000.0,5600000.0,81.23,454888.0,405112.0,0.036616693330431785,0.005492503999564768,0.37777919655335535,0.010801924532477376,0
11,Aceh,Sumatra,5.55,95.32,2023-04-01,2023-04,Beras Medium,11541.0,Bapanas monthly consumer price,-0.012745936698032478,12104.0,-0.04651354923992068,0.3731407713612029,860000.0,5600000.0,81.23,454888.0,405112.0,0.010466960253839773,0.0015700440380759658,0.38039416986101454,0.003087753274882733,0
11,Aceh,Sumatra,5.55,95.32,2023-05-01,2023-05,Beras Medium,11572.0,Bapanas monthly consumer price,0.00268607573000601,11850.0,-0.023459915611814375,0.32114710879053465,860000.0,5600000.0,81.23,454888.0,405112.0,0.01105959814785396,0.001658939722178094,0.38033490607161313,0.004434644606232173,0
11,Aceh,Sumatra,5.55,95.32,2023-06-01,2023-06,Beras Medium,11528.0,Bapanas monthly consumer price,-0.0038022813688213253,11891.5,-0.030568052810831303,-0.0994798019790921,860000.0,5600000.0,81.23,454888.0,405112.0,0.0027905048531056123,0.0004185757279658418,0.38116181540108796,0.0008231989316661556,0
11,Aceh,Sumatra,5.55,95.32,2023-07-01,2023-07,Beras Medium,11601.0,Bapanas monthly consumer price,0.006332408049965377,11852.0,-0.021177860276746507,-0.042066125011248096,860000.0,5600000.0,81.23,454888.0,405112.0,0.006015476794229324,0.0009023215191343986,0.3808393182069756,0.004537697780387048,0
11,Aceh,Sumatra,5.55,95.32,2023-08-01,2023-08,Beras Medium,11947.0,Bapanas monthly consumer price,0.029825015084906425,11947.0,0.0,2.9397614098051994,860000.0,5600000.0,81.23,454888.0,405112.0,0.10523779441471448,0.01578566916220717,0.37091708644492705,0.04405922815016183,0
11,Aceh,Sumatra,5.55,95.32,2023-09-01,2023-09,Beras Medium,12819.0,Bapanas monthly consumer price,0.07298903490415998,12751.0,0.0053329150654850555,7.415971251900868,860000.0,5600000.0,81.23,454888.0,405112.0,0.26376023503176854,0.04397712780555535,0.3521867385457499,0.11577863938317803,0
11,Aceh,Sumatra,5.55,95.32,2023-10-01,2023-10,Beras Medium,13550.0,Bapanas monthly consumer price,0.05702472891801236,13243.0,0.023182058445971432,3.383084184054041,860000.0,5600000.0,81.23,454888.0,405112.0,0.13844336315723052,0.045655471692477745,0.351364594427919,0.10024332078599275,0
11,Aceh,Sumatra,5.55,95.32,2023-11-01,2023-11,Beras Medium,12904.0,Bapanas monthly consumer price,-0.047675276752767504,13132.5,-0.01739958119169993,0.8818273665545509,860000.0,5600000.0,81.23,454888.0,405112.0,0.024736112225967194,0.003710416833895079,0.37896725466380177,0.007297153106660322,0
11,Aceh,Sumatra,5.55,95.32,2023-12-01,2023-12,Beras Medium,12949.0,Bapanas monthly consumer price,0.0034872907625542737,13131.5,-0.01389787914556595,0.6805222893406796,860000.0,5600000.0,81.23,454888.0,405112.0,0.02175223492511123,0.0032628352387666843,0.3792656423938874,0.007938580847602598,0
11,Aceh,Sumatra,5.55,95.32,2024-01-01,2024-01,Beras Medium,13075.0,Bapanas monthly consumer price,0.009730481118233048,13349.0,-0.020525882088546,0.6212973350265966,860000.0,5600000.0,81.23,454888.0,405112.0,0.024858271383055713,0.003728740707458357,0.37895503874809294,0.011579063786912987,0
11,Aceh,Sumatra,5.55,95.32,2024-02-01,2024-02,Beras Medium,13229.0,Bapanas monthly consumer price,0.011778202676864247,14097.0,-0.06157338440803006,0.679121240904023,860000.0,5600000.0,81.23,454888.0,405112.0,0.02804394576555199,0.004206591864832798,0.3786364713098433,0.013412356463743585,0
11,Aceh,Sumatra,5.55,95.32,2024-03-01,2024-03,Beras Medium,13311.0,Bapanas monthly consumer price,0.00619850328823035,14639.5,-0.09074763482359371,0.8334362273158056,860000.0,5600000.0,81.23,454888.0,405112.0,0.028111924267176038,0.004216788640076406,0.3786296734596809,0.010997720740841738,0
11,Aceh,Sumatra,5.55,95.32,2024-04-01,2024-04,Beras Medium,13254.0,Bapanas monthly consumer price,-0.004282172639170634,14138.5,-0.06255967747639424,0.3463836462594937,860000.0,5600000.0,81.23,454888.0,405112.0,0.009716396963945346,0.001457459544591802,0.38046922619000395,0.002866337104363877,0
11,Aceh,Sumatra,5.55,95.32,2024-05-01,2024-05,Beras Medium,13296.0,Bapanas monthly consumer price,0.0031688546853780863,13872.0,-0.04152249134948094,1.0342666223518093,860000.0,5600000.0,81.23,454888.0,405112.0,0.031431945759983954,0.0047147918639975925,0.3782976713104001,0.01065514667199033,0
11,Aceh,Sumatra,5.55,95.32,2024-06-01,2024-06,Beras Medium,13303.0,Bapanas monthly consumer price,0.0005264741275572415,13489.0,-0.01378901327007187,0.8187437032747099,860000.0,5600000.0,81.23,454888.0,405112.0,0.023368574504902595,0.003505286175735389,0.37910400843590825,0.007123455290032659,0
11,Aceh,Sumatra,5.55,95.32,2024-07-01,2024-07,Beras Medium,13420.0,Bapanas monthly consumer price,0.008795008644666646,13767.5,-0.0252406028690757,1.9712240453840413,860000.0,5600000.0,81.23,454888.0,405112.0,0.062010689023658215,0.009301603353548732,0.37523979698403265,0.022130835663928185,0
11,Aceh,Sumatra,5.55,95.32,2024-08-01,2024-08,Beras Medium,13466.0,Bapanas monthly consumer price,0.0034277198211625226,13825.5,-0.026002676214241793,2.488338082758977,860000.0,5600000.0,81.23,454888.0,405112.0,0.07241773103304228,0.010862659654956341,0.37419909278309427,0.02285890855205849,0
11,Aceh,Sumatra,5.55,95.32,2024-09-01,2024-09,Beras Medium,13507.0,Bapanas monthly consumer price,0.0030447051834248118,13856.0,-0.02518764434180143,2.010844594454873,860000.0,5600000.0,81.23,454888.0,405112.0,0.0587311026691462,0.00880966540037193,0.37556775561948386,0.018654225601972062,0
11,Aceh,Sumatra,5.55,95.32,2024-10-01,2024-10,Beras Medium,13399.0,Bapanas monthly consumer price,-0.007995854001628833,13692.0,-0.021399357288927834,0.23781061660636085,860000.0,5600000.0,81.23,454888.0,405112.0,0.006670818262179099,0.0010006227393268648,0.3807737840601806,0.0019678913873428343,0
11,Aceh,Sumatra,5.55,95.32,2024-11-01,2024-11,Beras Medium,13342.0,Bapanas monthly consumer price,-0.004254048809612665,13598.0,-0.018826297984997797,-0.662031090733321,860000.0,5600000.0,81.23,454888.0,405112.0,0.018570613680819414,0.0027855920521229123,0.3795838045183165,0.0054783310358417275,0
11,Aceh,Sumatra,5.55,95.32,2024-12-01,2024-12,Beras Medium,13370.0,Bapanas monthly consumer price,0.0020986358866736943,13498.0,-0.009482886353533893,-0.47694496355937943,860000.0,5600000.0,81.23,454888.0,405112.0,0.014981304846477113,0.0022471957269715667,0.3799427354017508,0.00533522001716518,0
11,Aceh,Sumatra,5.55,95.32,2025-01-01,2025-01,Beras Medium,13440.0,Bapanas monthly consumer price,0.005235602094240788,13480.0,-0.0029673590504450953,0.3709637891055785,860000.0,5600000.0,81.23,454888.0,405112.0,0.014403844556483612,0.0021605766834725416,0.38000048143075016,0.006533677438257042,0
11,Aceh,Sumatra,5.55,95.32,2025-02-01,2025-02,Beras Medium,13446.0,Bapanas monthly consumer price,0.00044642857142851433,13589.0,-0.010523217308116894,0.40980504416037183,860000.0,5600000.0,81.23,454888.0,405112.0,0.011836325332501278,0.0017754487998751917,0.38025723335314837,0.0036865140843253654,0
11,Aceh,Sumatra,5.55,95.32,2025-03-01,2025-03,Beras Medium,13395.0,Bapanas monthly consumer price,-0.0037929495760821164,13685.0,-0.021191085129704024,-0.37613629432150886,860000.0,5600000.0,81.23,454888.0,405112.0,0.010550987575889329,0.0015826481363833992,0.38038576712880956,0.003112541334887352,0
11,Aceh,Sumatra,5.55,95.32,2025-04-01,2025-04,Beras Medium,13334.0,Bapanas monthly consumer price,-0.0045539380365807736,13792.0,-0.033207656612529,-1.6171384008242886,860000.0,5600000.0,81.23,454888.0,405112.0,0.04536229933984042,0.006804344900976063,0.37690463595241447,0.013381878305252923,0
11,Aceh,Sumatra,5.55,95.32,2025-05-01,2025-05,Beras Medium,13482.0,Bapanas monthly consumer price,0.011099445027748622,13908.0,-0.030629853321829215,1.9658340687146678,860000.0,5600000.0,81.23,454888.0,405112.0,0.0636191823857371,0.009542877357860566,0.3750789476478248,0.02361087688069814,0
11,Aceh,Sumatra,5.55,95.32,2025-06-01,2025-06,Beras Medium,13741.0,Bapanas monthly consumer price,0.019210799584631344,14167.0,-0.03006988070868921,6.02736581758684,860000.0,5600000.0,81.23,454888.0,405112.0,0.18374298410733242,0.02756144761609986,0.36306656747566524,0.0625867698544279,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-01-01,2021-01,Beras Medium,10818.0,Bapanas monthly consumer price,,10980.0,-0.014754098360655776,,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0,0.0,0.28898369986868633,0.0,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-02-01,2021-02,Beras Medium,10834.0,Bapanas monthly consumer price,0.001479016454058124,10912.0,-0.007148093841642278,,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0011293896780197304,0.00016940845170295956,0.2888707609008843,0.0009785354853128092,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-03-01,2021-03,Beras Medium,10760.0,Bapanas monthly consumer price,-0.006830348901606054,10888.5,-0.011801441888230735,,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0,0.0,0.28898369986868633,0.0,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-04-01,2021-04,Beras Medium,10643.0,Bapanas monthly consumer price,-0.01087360594795539,10792.5,-0.013852212184387258,-4.135007250346988,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.11599096067908629,0.017398644101862943,0.2773846038007777,0.03421733340033045,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-05-01,2021-05,Beras Medium,10529.0,Bapanas monthly consumer price,-0.010711265620595656,10697.5,-0.015751343771909343,-2.712302461267738,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.07608271257766124,0.011412406886649185,0.2813754286109202,0.022444400210410064,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-06-01,2021-06,Beras Medium,10543.0,Bapanas monthly consumer price,0.0013296609364612522,10667.0,-0.011624636730102167,-1.3473394500178464,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.03880951782381769,0.005821427673572653,0.28510274808630454,0.012029002341406279,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-07-01,2021-07,Beras Medium,10567.0,Bapanas monthly consumer price,0.0022763919188086845,10729.0,-0.01509926367788239,-0.8921011288271576,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.026762573651377512,0.004014386047706627,0.28630744250354856,0.008888257762689773,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-08-01,2021-08,Beras Medium,10526.0,Bapanas monthly consumer price,-0.003880003785369568,10743.5,-0.020244799180900053,-0.9553461886289104,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.026798386433511616,0.004019757965026742,0.28630386122533513,0.007905523997885926,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-09-01,2021-09,Beras Medium,10463.0,Bapanas monthly consumer price,-0.005985179555386688,10694.5,-0.021646640796671224,-1.4343262065048856,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.040234240122730226,0.006035136018409533,0.28496027585641326,0.011869100836205416,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-10-01,2021-10,Beras Medium,10422.0,Bapanas monthly consumer price,-0.003918570199751503,10684.5,-0.024568299873648725,-2.085903443831369,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.05851161308447819,0.008776741962671728,0.28313253856023846,0.017260925859921068,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-11-01,2021-11,Beras Medium,10297.0,Bapanas monthly consumer price,-0.011993859144118213,10575.5,-0.026334452271760234,-3.8724535111669165,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.10862607384972772,0.01629391107745916,0.27812109248371353,0.032044691785669675,0
51,Bali,Bali-Nusa,-8.65,115.22,2021-12-01,2021-12,Beras Medium,10334.0,Bapanas monthly consumer price,0.003593279595998755,10597.5,-0.024864354800660515,-1.354564208572237,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.04074069796951088,0.006111104695426632,0.2849096300717352,0.01358642543673114,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-01-01,2022-01,Beras Medium,10364.0,Bapanas monthly consumer price,0.0029030385136443737,10647.5,-0.026625968537215328,-0.6698935124369962,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.021007947392902116,0.0031511921089353175,0.28688290512939607,0.007464078860155333,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-02-01,2022-02,Beras Medium,10478.0,Bapanas monthly consumer price,0.010999614048629924,10635.0,-0.014762576398683613,0.9001816032732951,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0336503661941131,0.005047554929116965,0.285618663249275,0.014726515079136356,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-03-01,2022-03,Beras Medium,10570.0,Bapanas monthly consumer price,0.008780301584271788,10677.5,-0.010067899789276469,2.431098509682288,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.07489938298175985,0.011234907447263978,0.2814937615705103,0.025926582988573792,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-04-01,2022-04,Beras Medium,10446.0,Bapanas monthly consumer price,-0.011731315042573298,10442.0,0.00038306837770551994,0.34811714225144164,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.009765023206480353,0.0017715224039464572,0.28780713085914195,0.0033061570042979436,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-05-01,2022-05,Beras Medium,10411.0,Bapanas monthly consumer price,-0.00335056480949647,10463.0,-0.004969893911879963,-0.03757417611518762,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0010539920538132229,0.00015809880807198342,0.288878300663305,0.00031092765587490074,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-06-01,2022-06,Beras Medium,10437.0,Bapanas monthly consumer price,0.0024973585630583273,10458.5,-0.002055744131567616,0.03731701956899198,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.002953783029650634,0.0004430674544475951,0.2886883215657212,0.001961082831560105,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-07-01,2022-07,Beras Medium,10389.0,Bapanas monthly consumer price,-0.004599022707674649,10501.0,-0.010665650890391398,-0.8897179457920142,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.02495745062047449,0.003743617593071173,0.28648795480663886,0.0073624479330399745,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-08-01,2022-08,Beras Medium,10614.0,Bapanas monthly consumer price,0.021657522379439742,10533.0,0.007690116775847411,2.4835399346522515,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.08620357226649447,0.01978736322311741,0.27589149869650864,0.04439038685216769,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-09-01,2022-09,Beras Medium,10922.0,Bapanas monthly consumer price,0.029018277746372778,10482.5,0.04192702122585268,4.841944008102758,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.15797982816846912,0.06160621855304091,0.248462296838076,0.11184458372414602,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-10-01,2022-10,Beras Medium,11063.0,Bapanas monthly consumer price,0.012909723493865544,10817.5,0.022694707649641765,2.567751999692465,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.08188590787668704,0.03406302118632464,0.26659067320830787,0.05999757216009467,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-11-01,2022-11,Beras Medium,11070.0,Bapanas monthly consumer price,0.0006327397631744613,10850.5,0.02022948251232659,1.4934677757721975,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.042376383978016595,0.025254080654909455,0.27242152469379316,0.03898730940359043,0
51,Bali,Bali-Nusa,-8.65,115.22,2022-12-01,2022-12,Beras Medium,11552.0,Bapanas monthly consumer price,0.043541102077687466,11023.0,0.047990565181892375,2.599991662914633,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.10618064566958313,0.06440120043609482,0.24675208948499494,0.11755382733500322,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-01-01,2023-01,Beras Medium,11794.0,Bapanas monthly consumer price,0.02094875346260383,11389.0,0.03556062867679333,2.1255293014726564,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.07561980501401701,0.05259629227557458,0.2545173792432811,0.0886653476498578,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-02-01,2023-02,Beras Medium,12212.0,Bapanas monthly consumer price,0.03544175004239447,11638.0,0.049321189207767624,2.4214188125961287,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.09498676932352623,0.08019207134258481,0.23647802992934072,0.13494756397853014,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-03-01,2023-03,Beras Medium,11951.0,Bapanas monthly consumer price,-0.02137242056993116,12016.5,-0.005450838430491434,1.018418568327805,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.02856762780859675,0.004285144171289512,0.2861269370878266,0.008427450203536042,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-04-01,2023-04,Beras Medium,12152.0,Bapanas monthly consumer price,0.016818676261400656,12104.0,0.00396563119629878,1.1584422756248653,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.045338314265074696,0.013238064924017825,0.28025161771331586,0.029641874458667797,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-05-01,2023-05,Beras Medium,12115.0,Bapanas monthly consumer price,-0.003044766293614165,11850.0,0.022362869198312207,0.765287648983436,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.02146706020744687,0.03519802335430692,0.26598179972412217,0.05068482893118628,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-06-01,2023-06,Beras Medium,12105.0,Bapanas monthly consumer price,-0.0008254230293025522,11891.5,0.017954000756843058,0.5639882897291002,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.015820418097681373,0.02725525171895917,0.27117414349089186,0.03917753765348523,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-07-01,2023-07,Beras Medium,12086.0,Bapanas monthly consumer price,-0.0015695993391160457,11852.0,0.019743503206209878,0.2019430437645593,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0056646980840830245,0.024833661931863753,0.27277551883033146,0.03493579181715738,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-08-01,2023-08,Beras Medium,12479.0,Bapanas monthly consumer price,0.03251696177395336,11947.0,0.044530007533271965,4.317432625476805,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.1459384007711097,0.054133184358090725,0.2533621918073856,0.10195937253750426,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-09-01,2023-09,Beras Medium,13352.0,Bapanas monthly consumer price,0.06995752864812887,12751.0,0.0471335581523018,6.834557598148242,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.2451361343499185,0.07577437049108825,0.23903272751721588,0.15693775449133646,0
51,Bali,Bali-Nusa,-8.65,115.22,2023-10-01,2023-10,Beras Medium,13516.0,Bapanas monthly consumer price,0.012282804074295939,13243.0,0.020614664350977918,2.2791957672894445,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.07331290485514534,0.033129470095561234,0.2672181478392874,0.057683743972591545,0
